Year,State Coverage,Region,Quantity,Total Value
1973,Maine,Northeast,13400000.0,13630000.0
1973,Maryland,South,28600000.0,76300000.0
1973,Massachusetts,Northeast,24780000.0,55600000.0
1973,Michigan,Midwest,98200000.0,134500000.0
1973,Minnesota,Midwest,41280000.0,59800000.0
1973,Mississippi,South,13589000.0,18209000.0
1973,Missouri,Midwest,54570000.0,96900000.0
1973,Montana,West,15190000.0,23360000.0
1973,Nebraska,Midwest,19270000.0,29400000.0
1973,Nevada,West,14560000.0,20030000.0
1973,New Hampshire,Northeast,8740000.0,14020000.0
1973,New Jersey,Northeast,31700000.0,88700000.0
1973,New Mexico,West,12220000.0,21690000.0
1973,New York,Northeast,67100000.0,136100000.0
1973,North Carolina,South,49600000.0,99400000.0
1973,North Dakota,Midwest,5450000.0,6020000.0
1973,Ohio,Midwest,94400000.0,168000000.0
1973,Oklahoma,South,31200000.0,49900000.0
1973,Oregon,West,32900000.0,54600000.0
1973,Pennsylvania,Northeast,90000000.0,192800000.0
1973,Rhode Island,Northeast,2200000.0,3100000.0
1973,South Carolina,South,21020000.0,36900000.0
1973,South Dakota,Midwest,15190000.0,28200000.0
1973,Tennessee,South,49700000.0,91200000.0
1973,Texas,South,91800000.0,152100000.0
1973,Utah,West,16580000.0,22320000.0
1973,Vermont,Northeast,5370000.0,23080000.0
1973,Virginia,South,53000000.0,108900000.0
1973,Washington,West,35600000.0,49400000.0
1973,West Virginia,South,15950000.0,39100000.0
1973,Wisconsin,Midwest,58100000.0,80500000.0
1973,Wyoming,West,8530000.0,18320000.0
1974,Alabama,South,32900000.0,79300000.0
1974,Alaska,West,44580000.0,35900000.0
1974,Arizona,West,25670000.0,53300000.0
1974,Arkansas,South,32000000.0,68600000.0
1974,California,West,136500000.0,265700000.0
1974,Colorado,West,27550000.0,54500000.0
1974,Connecticut,Northeast,13450000.0,31900000.0
1974,Delaware,South,2200000.0,3800000.0
1974,Florida,South,72000000.0,135400000.0
1974,Georgia,South,40930000.0,103340000.0
1974,Hawaii,West,7828000.0,23780000.0
1974,Idaho,West,10190000.0,19810000.0
1974,Illinois,Midwest,96100000.0,190600000.0
1974,Indiana,Midwest,51700000.0,91200000.0
1974,Iowa,Midwest,44800000.0,91800000.0
1974,Kansas,Midwest,26800000.0,47800000.0
1974,Kentucky,South,39200000.0,79500000.0
1974,Louisiana,South,21400000.0,52600000.0
1974,Maine,Northeast,9290000.0,14920000.0
1974,Maryland,South,27000000.0,76600000.0
1974,Massachusetts,Northeast,22980000.0,51300000.0
1974,Michigan,Midwest,97600000.0,155200000.0
1974,Minnesota,Midwest,40800000.0,56600000.0
1974,Mississippi,South,14660000.0,22070000.0
1974,Missouri,Midwest,55820000.0,108000000.0
1974,Montana,West,6680000.0,12370000.0
1974,Nebraska,Midwest,16200000.0,28100000.0
1974,Nevada,West,9910000.0,18680000.0
1974,New Hampshire,Northeast,6039000.0,9176000.0
1974,New Jersey,Northeast,30600000.0,99800000.0
1974,New Mexico,West,9930000.0,18880000.0
1974,New York,Northeast,62400000.0,131700000.0
1974,North Carolina,South,43100000.0,92400000.0
1974,North Dakota,Midwest,4530000.0,6210000.0
1974,Ohio,Midwest,84400000.0,173300000.0
1974,Oklahoma,South,28100000.0,49800000.0
1974,Oregon,West,38000000.0,74200000.0
1974,Pennsylvania,Northeast,82600000.0,199200000.0
1974,Rhode Island,Northeast,2919000.0,5960000.0
1974,South Carolina,South,19600000.0,38100000.0
1974,South Dakota,Midwest,10850000.0,15050000.0
1974,Tennessee,South,47510000.0,92800000.0
1974,Texas,South,95700000.0,191400000.0
1974,Utah,West,13100000.0,19120000.0
1974,Vermont,Northeast,3790000.0,12890000.0
1974,Virginia,South,53100000.0,123100000.0
1974,Washington,West,34400000.0,59200000.0
1974,West Virginia,South,14820000.0,38300000.0
1974,Wisconsin,Midwest,46400000.0,69100000.0
1974,Wyoming,West,7180000.0,15500000.0
1975,Alabama,South,28580000.0,76200000.0
1975,Alaska,West,51750000.0,52400000.0
1975,Arizona,West,18680000.0,47400000.0
1975,Arkansas,South,27100000.0,64400000.0
1975,California,West,110300000.0,240300000.0
1975,Colorado,West,23020000.0,45700000.0
1975,Connecticut,Northeast,11090000.0,29900000.0
1975,Delaware,South,885000.0,1900000.0
1975,Florida,South,47400000.0,93600000.0
1975,Georgia,South,31730000.0,87620000.0
1975,Hawaii,West,7469000.0,27660000.0
1975,Idaho,West,9210000.0,21560000.0
1975,Illinois,Midwest,90400000.0,213500000.0
1975,Indiana,Midwest,45600000.0,93000000.0
1975,Iowa,Midwest,41500000.0,100100000.0
1975,Kansas,Midwest,24260000.0,48700000.0
1975,Kentucky,South,36900000.0,82400000.0
1975,Louisiana,South,22720000.0,74300000.0
1975,Maine,Northeast,10100000.0,15140000.0
1975,Maryland,South,24100000.0,72000000.0
1975,Massachusetts,Northeast,18450000.0,48200000.0
1975,Michigan,Midwest,78900000.0,147100000.0
1975,Minnesota,Midwest,36480000.0,58400000.0
1975,Mississippi,South,14480000.0,25830000.0
1975,Missouri,Midwest,51450000.0,112700000.0
1975,Montana,West,6580000.0,13710000.0
1975,Nebraska,Midwest,14550000.0,27200000.0
1975,Nevada,West,8960000.0,21320000.0
1975,New Hampshire,Northeast,5990000.0,12060000.0
1975,New Jersey,Northeast,22500000.0,82000000.0
1975,New Mexico,West,7630000.0,18400000.0
1975,New York,Northeast,48800000.0,122900000.0
1975,North Carolina,South,33010000.0,81400000.0
1975,North Dakota,Midwest,5137000.0,8283000.0
1975,Ohio,Midwest,75600000.0,174600000.0
1975,Oklahoma,South,26900000.0,52500000.0
1975,Oregon,West,34300000.0,69800000.0
1975,Pennsylvania,Northeast,70300000.0,193700000.0
1975,Rhode Island,Northeast,2906000.0,6200000.0
1975,South Carolina,South,19180000.0,43700000.0
1975,South Dakota,Midwest,8240000.0,13780000.0
1975,Tennessee,South,44800000.0,101300000.0
1975,Texas,South,87700000.0,191100000.0
1975,Utah,West,11470000.0,20220000.0
1975,Vermont,Northeast,3140000.0,8470000.0
1975,Virginia,South,41080000.0,106900000.0
1975,Washington,West,24480000.0,51400000.0
1975,West Virginia,South,14200000.0,42200000.0
1975,Wisconsin,Midwest,45900000.0,76600000.0
1975,Wyoming,West,6540000.0,18270000.0
1976,Alabama,South,32100000.0,82900000.0
1976,Alaska,West,73400000.0,225100000.0
1976,Arizona,West,20160000.0,54000000.0
1976,Arkansas,South,29500000.0,65500000.0
1976,California,West,115400000.0,265500000.0
1976,Colorado,West,23100000.0,45300000.0
1976,Connecticut,Northeast,11270000.0,30400000.0
1976,Delaware,South,1010000.0,1830000.0
1976,Florida,South,46700000.0,92200000.0
1976,Georgia,South,32800000.0,91880000.0
1976,Hawaii,West,6050000.0,22830000.0
1976,Idaho,West,9080000.0,20620000.0
1976,Illinois,Midwest,87200000.0,202800000.0
1976,Indiana,Midwest,48800000.0,103700000.0
1976,Iowa,Midwest,41300000.0,102200000.0
1976,Kansas,Midwest,26000000.0,53100000.0
1976,Kentucky,South,38570000.0,92100000.0
1976,Louisiana,South,28890000.0,77200000.0
1976,Maine,Northeast,10670000.0,18600000.0
1976,Maryland,South,25900000.0,78900000.0
1976,Massachusetts,Northeast,21630000.0,57200000.0
1976,Michigan,Midwest,75800000.0,140500000.0
1976,Minnesota,Midwest,37230000.0,60400000.0
1976,Mississippi,South,12500000.0,23370000.0
1976,Missouri,Midwest,56200000.0,118400000.0
1976,Montana,West,7480000.0,15180000.0
1976,Nebraska,Midwest,16620000.0,32600000.0
1976,Nevada,West,10000000.0,22480000.0
1976,New Hampshire,Northeast,6226000.0,12160000.0
1976,New Jersey,Northeast,18910000.0,59300000.0
1976,New Mexico,West,8730000.0,20990000.0
1976,New York,Northeast,50700000.0,128100000.0
1976,North Carolina,South,35540000.0,92900000.0
1976,North Dakota,Midwest,4690000.0,8350000.0
1976,Ohio,Midwest,73000000.0,175200000.0
1976,Oklahoma,South,25750000.0,48600000.0
1976,Oregon,West,34400000.0,76100000.0
1976,Pennsylvania,Northeast,73900000.0,208900000.0
1976,Rhode Island,Northeast,2917000.0,6110000.0
1976,South Carolina,South,18250000.0,41600000.0
1976,South Dakota,Midwest,8140000.0,14650000.0
1976,Tennessee,South,43360000.0,103900000.0
1976,Texas,South,92000000.0,194300000.0
1976,Utah,West,12060000.0,20080000.0
1976,Vermont,Northeast,3850000.0,14760000.0
1976,Virginia,South,42050000.0,113100000.0
1976,Washington,West,27070000.0,58200000.0
1976,West Virginia,South,12750000.0,35100000.0
1976,Wisconsin,Midwest,45600000.0,72500000.0
1976,Wyoming,West,7460000.0,18370000.0
1977,Alabama,South,34600000.0,100800000.0
1977,Alaska,West,63940000.0,151500000.0
1977,Arizona,West,25060000.0,65500000.0
1977,Arkansas,South,30700000.0,75300000.0
1977,California,West,128300000.0,316100000.0
1977,Colorado,West,26780000.0,64700000.0
1977,Connecticut,Northeast,14080000.0,38600000.0
1977,Delaware,South,1230000.0,2080000.0
1977,Florida,South,61500000.0,134800000.0
1977,Georgia,South,38760000.0,116500000.0
1977,Hawaii,West,5919000.0,22350000.0
1977,Idaho,West,9820000.0,23310000.0
1977,Illinois,Midwest,82000000.0,204400000.0
1977,Indiana,Midwest,47800000.0,110300000.0
1977,Iowa,Midwest,41600000.0,110300000.0
1977,Kansas,Midwest,28300000.0,65100000.0
1977,Kentucky,South,41500000.0,108000000.0
1977,Louisiana,South,28510000.0,75500000.0
1977,Maine,Northeast,10700000.0,23110000.0
1977,Maryland,South,25800000.0,79400000.0
1977,Massachusetts,Northeast,22290000.0,63900000.0
1977,Michigan,Midwest,73400000.0,157600000.0
1977,Minnesota,Midwest,34300000.0,71300000.0
1977,Mississippi,South,14070000.0,29330000.0
1977,Missouri,Midwest,56800000.0,129400000.0
1977,Montana,West,7580000.0,17710000.0
1977,Nebraska,Midwest,19050000.0,43600000.0
1977,Nevada,West,10500000.0,25010000.0
1977,New Hampshire,Northeast,6852000.0,15940000.0
1977,New Jersey,Northeast,18760000.0,62200000.0
1977,New Mexico,West,9580000.0,22490000.0
1977,New York,Northeast,53500000.0,145300000.0
1977,North Carolina,South,37810000.0,104600000.0
1977,North Dakota,Midwest,5280000.0,12100000.0
1977,Ohio,Midwest,81900000.0,208200000.0
1977,Oklahoma,South,30500000.0,65300000.0
1977,Oregon,West,30400000.0,72500000.0
1977,Pennsylvania,Northeast,73700000.0,208500000.0
1977,Rhode Island,Northeast,2859000.0,6300000.0
1977,South Carolina,South,19640000.0,48800000.0
1977,South Dakota,Midwest,8540000.0,17300000.0
1977,Tennessee,South,48900000.0,123500000.0
1977,Texas,South,108300000.0,242000000.0
1977,Utah,West,13310000.0,25670000.0
1977,Vermont,Northeast,5020000.0,18440000.0
1977,Virginia,South,47280000.0,134600000.0
1977,Washington,West,27800000.0,65900000.0
1977,West Virginia,South,13050000.0,38400000.0
1977,Wisconsin,Midwest,45700000.0,87300000.0
1977,Wyoming,West,6820000.0,18590000.0
1978,Alabama,South,37300000.0,114500000.0
1978,Alaska,West,66020000.0,159600000.0
1978,Arizona,West,30410000.0,85600000.0
1978,Arkansas,South,32900000.0,86900000.0
1978,California,West,136300000.0,353400000.0
1978,Colorado,West,29450000.0,71900000.0
1978,Connecticut,Northeast,16610000.0,47700000.0
1978,Delaware,South,1320000.0,2470000.0
1978,Florida,South,70800000.0,159700000.0
1978,Georgia,South,42320000.0,142300000.0
1978,Hawaii,West,6110000.0,25380000.0
1978,Idaho,West,9620000.0,24370000.0
1978,Illinois,Midwest,90900000.0,243700000.0
1978,Indiana,Midwest,55000000.0,133500000.0
1978,Iowa,Midwest,44400000.0,125900000.0
1978,Kansas,Midwest,29800000.0,73100000.0
1978,Kentucky,South,49000000.0,131900000.0
1978,Louisiana,South,27980000.0,79900000.0
1978,Maine,Northeast,12000000.0,28010000.0
1978,Maryland,South,29700000.0,101200000.0
1978,Massachusetts,Northeast,23820000.0,73900000.0
1978,Michigan,Midwest,75300000.0,169900000.0
1978,Minnesota,Midwest,36970000.0,75700000.0
1978,Mississippi,South,16690000.0,38680000.0
1978,Missouri,Midwest,65300000.0,158300000.0
1978,Montana,West,8690000.0,21930000.0
1978,Nebraska,Midwest,19010000.0,46700000.0
1978,Nevada,West,10390000.0,28090000.0
1978,New Hampshire,Northeast,7959000.0,18930000.0
1978,New Jersey,Northeast,19200000.0,69700000.0
1978,New Mexico,West,9680000.0,24060000.0
1978,New York,Northeast,58500000.0,157800000.0
1978,North Carolina,South,43680000.0,131200000.0
1978,North Dakota,Midwest,6720000.0,17200000.0
1978,Ohio,Midwest,86300000.0,231000000.0
1978,Oklahoma,South,34040000.0,76300000.0
1978,Oregon,West,33400000.0,84000000.0
1978,Pennsylvania,Northeast,80000000.0,246200000.0
1978,Rhode Island,Northeast,2972000.0,7500000.0
1978,South Carolina,South,22170000.0,59600000.0
1978,South Dakota,Midwest,9160000.0,19480000.0
1978,Tennessee,South,51400000.0,141000000.0
1978,Texas,South,113200000.0,285000000.0
1978,Utah,West,13960000.0,31520000.0
1978,Vermont,Northeast,5170000.0,19630000.0
1978,Virginia,South,56200000.0,171100000.0
1978,Washington,West,28980000.0,71500000.0
1978,West Virginia,South,13460000.0,46000000.0
1978,Wisconsin,Midwest,48600000.0,93700000.0
1978,Wyoming,West,7040000.0,19240000.0
1979,Alabama,South,36200000.0,113500000.0
1979,Alaska,West,49520000.0,120500000.0
1979,Arizona,West,32930000.0,96100000.0
1979,Arkansas,South,32600000.0,86300000.0
1979,California,West,150000000.0,429000000.0
1979,Colorado,West,29300000.0,75700000.0
1979,Connecticut,Northeast,16560000.0,62400000.0
1979,Delaware,South,1520000.0,3280000.0
1979,Florida,South,18700000.0,31100000.0
1979,Georgia,South,41650000.0,164800000.0
1979,Hawaii,West,7211000.0,32060000.0
1979,Idaho,West,9680000.0,26890000.0
1979,Illinois,Midwest,94000000.0,275000000.0
1979,Indiana,Midwest,55500000.0,148400000.0
1979,Iowa,Midwest,45200000.0,140900000.0
1979,Kansas,Midwest,30300000.0,80800000.0
1979,Kentucky,South,10600000.0,23700000.0
1979,Louisiana,South,18500000.0,54100000.0
1979,Maine,Northeast,11880000.0,27990000.0
1979,Maryland,South,32300000.0,119600000.0
1979,Massachusetts,Northeast,22990000.0,76800000.0
1979,Michigan,Midwest,76600000.0,186400000.0
1979,Minnesota,Midwest,36950000.0,77600000.0
1979,Mississippi,South,15400000.0,37800000.0
1979,Missouri,Midwest,61700000.0,164200000.0
1979,Montana,West,8650000.0,22910000.0
1979,Nebraska,Midwest,19230000.0,52400000.0
1979,Nevada,West,10970000.0,27840000.0
1979,New Hampshire,Northeast,7216000.0,17470000.0
1979,New Jersey,Northeast,20210000.0,84800000.0
1979,New Mexico,West,8830000.0,24940000.0
1979,New York,Northeast,57800000.0,169900000.0
1979,North Carolina,South,44900000.0,146600000.0
1979,North Dakota,Midwest,6030000.0,15100000.0
1979,Ohio,Midwest,86100000.0,255000000.0
1979,Oklahoma,South,35220000.0,87100000.0
1979,Oregon,West,39500000.0,110900000.0
1979,Pennsylvania,Northeast,82100000.0,284000000.0
1979,Rhode Island,Northeast,3436000.0,7890000.0
1979,South Carolina,South,21650000.0,64700000.0
1979,South Dakota,Midwest,8970000.0,20400000.0
1979,Tennessee,South,51280000.0,159300000.0
1979,Texas,South,113900000.0,330000000.0
1979,Utah,West,12510000.0,29700000.0
1979,Vermont,Northeast,5200000.0,20140000.0
1979,Virginia,South,57000000.0,197300000.0
1979,Washington,West,35800000.0,95200000.0
1979,West Virginia,South,14350000.0,56100000.0
1979,Wisconsin,Midwest,49700000.0,103600000.0
1979,Wyoming,West,9330000.0,27000000.0
1980,Alabama,South,31020000.0,106000000.0
1980,Alaska,West,44320000.0,105200000.0
1980,Arizona,West,27630000.0,96600000.0
1980,Arkansas,South,30100000.0,92000000.0
1980,California,West,136300000.0,454000000.0
1980,Colorado,West,30590000.0,94600000.0
1980,Connecticut,Northeast,13680000.0,59000000.0
1980,Delaware,South,980000.0,2400000.0
1980,Florida,South,73200000.0,244800000.0
1980,Georgia,South,41500000.0,174900000.0
1980,Hawaii,West,6689000.0,33460000.0
1980,Idaho,West,6620000.0,21440000.0
1980,Illinois,Midwest,73000000.0,259500000.0
1980,Indiana,Midwest,47800000.0,143800000.0
1980,Iowa,Midwest,35600000.0,125300000.0
1980,Kansas,Midwest,26800000.0,78500000.0
1980,Kentucky,South,7050000.0,17600000.0
1980,Louisiana,South,16500000.0,62600000.0
1980,Maine,Northeast,7360000.0,19370000.0
1980,Maryland,South,26940000.0,111000000.0
1980,Massachusetts,Northeast,19240000.0,71300000.0
1980,Michigan,Midwest,58600000.0,164900000.0
1980,Minnesota,Midwest,30610000.0,70900000.0
1980,Mississippi,South,10600000.0,31600000.0
1980,Missouri,Midwest,51200000.0,149300000.0
1980,Montana,West,7800000.0,22400000.0
1980,Nebraska,Midwest,12970000.0,39100000.0
1980,Nevada,West,9300000.0,25810000.0
1980,New Hampshire,Northeast,6285000.0,18080000.0
1980,New Jersey,Northeast,15990000.0,80500000.0
1980,New Mexico,West,8740000.0,27170000.0
1980,New York,Northeast,51200000.0,174300000.0
1980,North Carolina,South,38610000.0,145900000.0
1980,North Dakota,Midwest,4690000.0,14500000.0
1980,Ohio,Midwest,70700000.0,234700000.0
1980,Oklahoma,South,34940000.0,99700000.0
1980,Oregon,West,32000000.0,96900000.0
1980,Pennsylvania,Northeast,68700000.0,273900000.0
1980,Rhode Island,Northeast,2454000.0,6160000.0
1980,South Carolina,South,18900000.0,62400000.0
1980,South Dakota,Midwest,6680000.0,17140000.0
1980,Tennessee,South,42870000.0,149800000.0
1980,Texas,South,109900000.0,360000000.0
1980,Utah,West,10760000.0,29300000.0
1980,Vermont,Northeast,2920000.0,8960000.0
1980,Virginia,South,48000000.0,197500000.0
1980,Washington,West,27400000.0,75700000.0
1980,West Virginia,South,11340000.0,47800000.0
1980,Wisconsin,Midwest,37800000.0,87200000.0
1980,Wyoming,West,8920000.0,27300000.0
1981,Alabama,South,27420000.0,111700000.0
1981,Alaska,West,42060000.0,102500000.0
1981,Arizona,West,24730000.0,89600000.0
1981,Arkansas,South,20900000.0,69700000.0
1981,California,West,128700000.0,471000000.0
1981,Colorado,West,27620000.0,97400000.0
1981,Connecticut,Northeast,12100000.0,52100000.0
1981,Delaware,South,1090000.0,2960000.0
1981,Florida,South,72500000.0,256600000.0
1981,Georgia,South,35450000.0,162310000.0
1981,Hawaii,West,5896000.0,32600000.0
1981,Idaho,West,4080000.0,13540000.0
1981,Illinois,Midwest,62900000.0,234000000.0
1981,Indiana,Midwest,37400000.0,121200000.0
1981,Iowa,Midwest,29670000.0,112000000.0
1981,Kansas,Midwest,22330000.0,66700000.0
1981,Kentucky,South,35700000.0,124100000.0
1981,Louisiana,South,15600000.0,53600000.0
1981,Maine,Northeast,8050000.0,24930000.0
1981,Maryland,South,23620000.0,106100000.0
1981,Massachusetts,Northeast,18560000.0,72300000.0
1981,Michigan,Midwest,52700000.0,162400000.0
1981,Minnesota,Midwest,28050000.0,68200000.0
1981,Mississippi,South,9510000.0,29300000.0
1981,Missouri,Midwest,43900000.0,132900000.0
1981,Montana,West,6560000.0,18040000.0
1981,Nebraska,Midwest,13550000.0,42300000.0
1981,Nevada,West,7630000.0,21460000.0
1981,New Hampshire,Northeast,4713000.0,15600000.0
1981,New Jersey,Northeast,18320000.0,83900000.0
1981,New Mexico,West,9670000.0,32300000.0
1981,New York,Northeast,44400000.0,163600000.0
1981,North Carolina,South,31910000.0,135300000.0
1981,North Dakota,Midwest,2720000.0,6500000.0
1981,Ohio,Midwest,62700000.0,221600000.0
1981,Oklahoma,South,35370000.0,105100000.0
1981,Oregon,West,25900000.0,81200000.0
1981,Pennsylvania,Northeast,61000000.0,269100000.0
1981,Rhode Island,Northeast,1338000.0,5110000.0
1981,South Carolina,South,18060000.0,63000000.0
1981,South Dakota,Midwest,6600000.0,18310000.0
1981,Tennessee,South,8010000.0,24100000.0
1981,Texas,South,107400000.0,369000000.0
1981,Utah,West,10030000.0,66800000.0
1981,Vermont,Northeast,4100000.0,12390000.0
1981,Virginia,South,40050000.0,177500000.0
1981,Washington,West,23930000.0,67700000.0
1981,West Virginia,South,7741000.0,31000000.0
1981,Wisconsin,Midwest,30300000.0,74500000.0
1981,Wyoming,West,6270000.0,19960000.0
1982,Alabama,South,25570000.0,106800000.0
1982,Alaska,West,41630000.0,100100000.0
1982,Arizona,West,22020000.0,80600000.0
1982,Arkansas,South,18190000.0,67200000.0
1982,California,West,99500000.0,376000000.0
1982,Colorado,West,23160000.0,86300000.0
1982,Connecticut,Northeast,9960000.0,48900000.0
1982,Delaware,South,1180000.0,3200000.0
1982,Florida,South,60600000.0,212100000.0
1982,Georgia,South,34470000.0,162360000.0
1982,Hawaii,West,4487000.0,27820000.0
1982,Idaho,West,3210000.0,12260000.0
1982,Illinois,Midwest,58500000.0,207100000.0
1982,Indiana,Midwest,30300000.0,100100000.0
1982,Iowa,Midwest,29630000.0,114400000.0
1982,Kansas,Midwest,21920000.0,61700000.0
1982,Kentucky,South,32700000.0,119900000.0
1982,Louisiana,South,15000000.0,51000000.0
1982,Maine,Northeast,7170000.0,19100000.0
1982,Maryland,South,22520000.0,105900000.0
1982,Massachusetts,Northeast,17160000.0,67900000.0
1982,Michigan,Midwest,37500000.0,114800000.0
1982,Minnesota,Midwest,24840000.0,65100000.0
1982,Mississippi,South,8580000.0,27100000.0
1982,Missouri,Midwest,40770000.0,127500000.0
1982,Montana,West,6110000.0,17500000.0
1982,Nebraska,Midwest,11620000.0,38200000.0
1982,Nevada,West,6650000.0,16200000.0
1982,New Hampshire,Northeast,4474000.0,15700000.0
1982,New Jersey,Northeast,16910000.0,83500000.0
1982,New Mexico,West,7640000.0,31400000.0
1982,New York,Northeast,41700000.0,179900000.0
1982,North Carolina,South,29620000.0,133400000.0
1982,North Dakota,Midwest,2130000.0,4870000.0
1982,Ohio,Midwest,51200000.0,188000000.0
1982,Oklahoma,South,34100000.0,101900000.0
1982,Oregon,West,21530000.0,72500000.0
1982,Pennsylvania,Northeast,57600000.0,256500000.0
1982,Rhode Island,Northeast,1158000.0,4770000.0
1982,South Carolina,South,16990000.0,66200000.0
1982,South Dakota,Midwest,5820000.0,16000000.0
1982,Tennessee,South,4600000.0,15900000.0
1982,Texas,South,103000000.0,360000000.0
1982,Utah,West,9170000.0,24700000.0
1982,Vermont,Northeast,4010000.0,12150000.0
1982,Virginia,South,38230000.0,170500000.0
1982,Washington,West,21600000.0,64100000.0
1982,West Virginia,South,6031000.0,26090000.0
1982,Wisconsin,Midwest,23500000.0,65300000.0
1982,Wyoming,West,5160000.0,17600000.0
1983,Alabama,South,26500000.0,118900000.0
1983,Alaska,West,42800000.0,106660000.0
1983,Arizona,West,25310000.0,99100000.0
1983,Arkansas,South,18460000.0,70900000.0
1983,California,West,114900000.0,455000000.0
1983,Colorado,West,25360000.0,104300000.0
1983,Connecticut,Northeast,11520000.0,63800000.0
1983,Delaware,South,1270000.0,3200000.0
1983,Florida,South,65500000.0,267500000.0
1983,Georgia,South,40750000.0,195400000.0
1983,Hawaii,West,5419000.0,30700000.0
1983,Idaho,West,4480000.0,17280000.0
1983,Illinois,Midwest,57900000.0,225400000.0
1983,Indiana,Midwest,34900000.0,120700000.0
1983,Iowa,Midwest,33200000.0,133800000.0
1983,Kansas,Midwest,22700000.0,71700000.0
1983,Kentucky,South,35290000.0,131000000.0
1983,Louisiana,South,18120000.0,72300000.0
1983,Maine,Northeast,5119000.0,14950000.0
1983,Maryland,South,27120000.0,118200000.0
1983,Massachusetts,Northeast,16460000.0,72200000.0
1983,Michigan,Midwest,43400000.0,134500000.0
1983,Minnesota,Midwest,30080000.0,78300000.0
1983,Mississippi,South,11500000.0,38980000.0
1983,Missouri,Midwest,42790000.0,138700000.0
1983,Montana,West,5331000.0,12520000.0
1983,Nebraska,Midwest,13190000.0,47600000.0
1983,Nevada,West,7950000.0,21560000.0
1983,New Hampshire,Northeast,4488000.0,14950000.0
1983,New Jersey,Northeast,21000000.0,104700000.0
1983,New Mexico,West,10640000.0,35100000.0
1983,New York,Northeast,46000000.0,189200000.0
1983,North Carolina,South,35680000.0,161900000.0
1983,North Dakota,Midwest,3450000.0,15000000.0
1983,Ohio,Midwest,54600000.0,198600000.0
1983,Oklahoma,South,28500000.0,94200000.0
1983,Oregon,West,21900000.0,76900000.0
1983,Pennsylvania,Northeast,57400000.0,279000000.0
1983,Rhode Island,Northeast,1788000.0,7910000.0
1983,South Carolina,South,19020000.0,76100000.0
1983,South Dakota,Midwest,8170000.0,24500000.0
1983,Tennessee,South,33200000.0,130700000.0
1983,Texas,South,122300000.0,447000000.0
1983,Utah,West,12900000.0,34400000.0
1983,Vermont,Northeast,3940000.0,11780000.0
1983,Virginia,South,41000000.0,190800000.0
1983,Washington,West,23780000.0,79900000.0
1983,West Virginia,South,9195000.0,41400000.0
1983,Wisconsin,Midwest,25800000.0,68700000.0
1983,Wyoming,West,4010000.0,15770000.0
1984,Alabama,South,29390000.0,124700000.0
1984,Alaska,West,30270000.0,77700000.0
1984,Arizona,West,32320000.0,129300000.0
1984,Arkansas,South,21360000.0,83600000.0
1984,California,West,127900000.0,518000000.0
1984,Colorado,West,31930000.0,113500000.0
1984,Connecticut,Northeast,13620000.0,72200000.0
1984,Delaware,South,910000.0,2800000.0
1984,Florida,South,81200000.0,338500000.0
1984,Georgia,South,46450000.0,233600000.0
1984,Hawaii,West,5296000.0,31730000.0
1984,Idaho,West,5920000.0,20600000.0
1984,Illinois,Midwest,67600000.0,264500000.0
1984,Indiana,Midwest,38800000.0,144100000.0
1984,Iowa,Midwest,34200000.0,137000000.0
1984,Kansas,Midwest,23000000.0,74900000.0
1984,Kentucky,South,40910000.0,151300000.0
1984,Louisiana,South,19220000.0,74200000.0
1984,Maine,Northeast,8330000.0,23600000.0
1984,Maryland,South,32900000.0,140700000.0
1984,Massachusetts,Northeast,20520000.0,81100000.0
1984,Michigan,Midwest,58200000.0,168500000.0
1984,Minnesota,Midwest,28570000.0,74900000.0
1984,Mississippi,South,12910000.0,40800000.0
1984,Missouri,Midwest,44930000.0,156400000.0
1984,Montana,West,7912000.0,23700000.0
1984,Nebraska,Midwest,14780000.0,51200000.0
1984,Nevada,West,8438000.0,25200000.0
1984,New Hampshire,Northeast,5881000.0,18800000.0
1984,New Jersey,Northeast,20860000.0,106900000.0
1984,New Mexico,West,11850000.0,39400000.0
1984,New York,Northeast,53600000.0,215900000.0
1984,North Carolina,South,40330000.0,186200000.0
1984,North Dakota,Midwest,5830000.0,11400000.0
1984,Ohio,Midwest,63700000.0,244000000.0
1984,Oklahoma,South,33100000.0,112600000.0
1984,Oregon,West,22900000.0,74600000.0
1984,Pennsylvania,Northeast,64100000.0,292300000.0
1984,Rhode Island,Northeast,2257000.0,11080000.0
1984,South Carolina,South,21500000.0,89600000.0
1984,South Dakota,Midwest,8700000.0,25000000.0
1984,Tennessee,South,38520000.0,157800000.0
1984,Texas,South,137500000.0,499000000.0
1984,Utah,West,18520000.0,50900000.0
1984,Vermont,Northeast,5080000.0,15070000.0
1984,Virginia,South,50800000.0,233400000.0
1984,Washington,West,30640000.0,92800000.0
1984,West Virginia,South,9145000.0,40500000.0
1984,Wisconsin,Midwest,30400000.0,83200000.0
1984,Wyoming,West,5880000.0,21000000.0
1985,Alabama,South,33500000.0,141000000.0
1985,Alaska,West,28030000.0,71540000.0
1985,Arizona,West,38980000.0,141100000.0
1985,Arkansas,South,21110000.0,85300000.0
1985,California,West,139400000.0,604000000.0
1985,Colorado,West,31280000.0,113900000.0
1985,Connecticut,Northeast,12040000.0,64900000.0
1985,Delaware,South,1180000.0,4000000.0
1985,Florida,South,83200000.0,336500000.0
