Year,State Coverage,Region,Commodity,Quantity,Data Description,Total Value
2017,Maine,Northeast,"Aggregates, construction",8000000.0,Construction sand and gravel,62400000.0
2017,Maryland,South,"Aggregates, construction",7750000.0,Construction sand and gravel,96300000.0
2017,Massachusetts,Northeast,"Aggregates, construction",9470000.0,Construction sand and gravel,88600000.0
2017,Michigan,Midwest,"Aggregates, construction",43000000.0,Construction sand and gravel,262000000.0
2017,Minnesota,Midwest,"Aggregates, construction",43000000.0,Construction sand and gravel,211000000.0
2017,Mississippi,South,"Aggregates, construction",11100000.0,Construction sand and gravel,90500000.0
2017,Missouri,Midwest,"Aggregates, construction",9800000.0,Construction sand and gravel,74200000.0
2017,Montana,West,"Aggregates, construction",10500000.0,Construction sand and gravel,85200000.0
2017,Nebraska,Midwest,"Aggregates, construction",11800000.0,Construction sand and gravel,88200000.0
2017,Nevada,West,"Aggregates, construction",20400000.0,Construction sand and gravel,128000000.0
2017,New Hampshire,Northeast,"Aggregates, construction",7430000.0,Construction sand and gravel,60800000.0
2017,New Jersey,Northeast,"Aggregates, construction",13800000.0,Construction sand and gravel,110000000.0
2017,New Mexico,West,"Aggregates, construction",9310000.0,Construction sand and gravel,89700000.0
2017,New York,Northeast,"Aggregates, construction",30000000.0,Construction sand and gravel,322000000.0
2017,North Carolina,South,"Aggregates, construction",9080000.0,Construction sand and gravel,57300000.0
2017,North Dakota,Midwest,"Aggregates, construction",12700000.0,Construction sand and gravel,93100000.0
2017,Ohio,Midwest,"Aggregates, construction",32700000.0,Construction sand and gravel,287000000.0
2017,Oklahoma,South,"Aggregates, construction",9140000.0,Construction sand and gravel,85300000.0
2017,Oregon,West,"Aggregates, construction",15000000.0,Construction sand and gravel,146000000.0
2017,Pennsylvania,Northeast,"Aggregates, construction",8870000.0,Construction sand and gravel,92600000.0
2017,Rhode Island,Northeast,"Aggregates, construction",2490000.0,Construction sand and gravel,30800000.0
2017,South Carolina,South,"Aggregates, construction",8770000.0,Construction sand and gravel,54100000.0
2017,South Dakota,Midwest,"Aggregates, construction",10900000.0,Construction sand and gravel,51600000.0
2017,Tennessee,South,"Aggregates, construction",7340000.0,Construction sand and gravel,55900000.0
2017,Texas,South,"Aggregates, construction",85200000.0,Construction sand and gravel,903000000.0
2017,Utah,West,"Aggregates, construction",32200000.0,Construction sand and gravel,249000000.0
2017,Vermont,Northeast,"Aggregates, construction",5640000.0,Construction sand and gravel,41600000.0
2017,Virginia,South,"Aggregates, construction",8540000.0,Construction sand and gravel,107000000.0
2017,Washington,West,"Aggregates, construction",33700000.0,Construction sand and gravel,323000000.0
2017,West Virginia,South,"Aggregates, construction",501000.0,Construction sand and gravel,4250000.0
2017,Wisconsin,Midwest,"Aggregates, construction",27800000.0,Construction sand and gravel,191000000.0
2017,Wyoming,West,"Aggregates, construction",8350000.0,Construction sand and gravel,75700000.0
2016,Alabama,South,"Aggregates, construction",11300000.0,Construction sand and gravel,76300000.0
2016,Alaska,West,"Aggregates, construction",8670000.0,Construction sand and gravel,74300000.0
2016,Arizona,West,"Aggregates, construction",40200000.0,Construction sand and gravel,369000000.0
2016,Arkansas,South,"Aggregates, construction",7510000.0,Construction sand and gravel,66800000.0
2016,California,West,"Aggregates, construction",95500000.0,Construction sand and gravel,1120000000.0
2016,Colorado,West,"Aggregates, construction",34900000.0,Construction sand and gravel,283000000.0
2016,Connecticut,Northeast,"Aggregates, construction",5330000.0,Construction sand and gravel,51800000.0
2016,Delaware,South,"Aggregates, construction",2810000.0,Construction sand and gravel,25600000.0
2016,Florida,South,"Aggregates, construction",19600000.0,Construction sand and gravel,210000000.0
2016,Georgia,South,"Aggregates, construction",5340000.0,Construction sand and gravel,36600000.0
2016,Hawaii,West,"Aggregates, construction",357000.0,Construction sand and gravel,7720000.0
2016,Idaho,West,"Aggregates, construction",15100000.0,Construction sand and gravel,87600000.0
2016,Illinois,Midwest,"Aggregates, construction",20600000.0,Construction sand and gravel,139000000.0
2016,Indiana,Midwest,"Aggregates, construction",17500000.0,Construction sand and gravel,133000000.0
2016,Iowa,Midwest,"Aggregates, construction",13600000.0,Construction sand and gravel,104000000.0
2016,Kansas,Midwest,"Aggregates, construction",10200000.0,Construction sand and gravel,60200000.0
2016,Kentucky,South,"Aggregates, construction",8510000.0,Construction sand and gravel,39700000.0
2016,Louisiana,South,"Aggregates, construction",17500000.0,Construction sand and gravel,201000000.0
2016,Maine,Northeast,"Aggregates, construction",8390000.0,Construction sand and gravel,69300000.0
2016,Maryland,South,"Aggregates, construction",7380000.0,Construction sand and gravel,92800000.0
2016,Massachusetts,Northeast,"Aggregates, construction",9830000.0,Construction sand and gravel,89600000.0
2016,Michigan,Midwest,"Aggregates, construction",41300000.0,Construction sand and gravel,249000000.0
2016,Minnesota,Midwest,"Aggregates, construction",46700000.0,Construction sand and gravel,227000000.0
2016,Mississippi,South,"Aggregates, construction",10300000.0,Construction sand and gravel,85000000.0
2016,Missouri,Midwest,"Aggregates, construction",9830000.0,Construction sand and gravel,70500000.0
2016,Montana,West,"Aggregates, construction",11400000.0,Construction sand and gravel,91000000.0
2016,Nebraska,Midwest,"Aggregates, construction",12700000.0,Construction sand and gravel,94200000.0
2016,Nevada,West,"Aggregates, construction",17700000.0,Construction sand and gravel,110000000.0
2016,New Hampshire,Northeast,"Aggregates, construction",7030000.0,Construction sand and gravel,58400000.0
2016,New Jersey,Northeast,"Aggregates, construction",12400000.0,Construction sand and gravel,103000000.0
2016,New Mexico,West,"Aggregates, construction",9330000.0,Construction sand and gravel,83200000.0
2016,New York,Northeast,"Aggregates, construction",30100000.0,Construction sand and gravel,311000000.0
2016,North Carolina,South,"Aggregates, construction",8180000.0,Construction sand and gravel,53300000.0
2016,North Dakota,Midwest,"Aggregates, construction",13100000.0,Construction sand and gravel,91400000.0
2016,Ohio,Midwest,"Aggregates, construction",33300000.0,Construction sand and gravel,273000000.0
2016,Oklahoma,South,"Aggregates, construction",10200000.0,Construction sand and gravel,88200000.0
2016,Oregon,West,"Aggregates, construction",12400000.0,Construction sand and gravel,111000000.0
2016,Pennsylvania,Northeast,"Aggregates, construction",8940000.0,Construction sand and gravel,94100000.0
2016,Rhode Island,Northeast,"Aggregates, construction",2140000.0,Construction sand and gravel,26900000.0
2016,South Carolina,South,"Aggregates, construction",8330000.0,Construction sand and gravel,44700000.0
2016,South Dakota,Midwest,"Aggregates, construction",10200000.0,Construction sand and gravel,49900000.0
2016,Tennessee,South,"Aggregates, construction",7450000.0,Construction sand and gravel,57500000.0
2016,Texas,South,"Aggregates, construction",83800000.0,Construction sand and gravel,796000000.0
2016,Utah,West,"Aggregates, construction",31600000.0,Construction sand and gravel,236000000.0
2016,Vermont,Northeast,"Aggregates, construction",5390000.0,Construction sand and gravel,36400000.0
2016,Virginia,South,"Aggregates, construction",8220000.0,Construction sand and gravel,93200000.0
2016,Washington,West,"Aggregates, construction",35400000.0,Construction sand and gravel,336000000.0
2016,West Virginia,South,"Aggregates, construction",556000.0,Construction sand and gravel,4720000.0
2016,Wisconsin,Midwest,"Aggregates, construction",27100000.0,Construction sand and gravel,183000000.0
2016,Wyoming,West,"Aggregates, construction",8910000.0,Construction sand and gravel,81100000.0
2015,Alabama,South,"Aggregates, construction",9610000.0,Construction sand and gravel,67300000.0
2015,Alaska,West,"Aggregates, construction",9020000.0,Construction sand and gravel,79000000.0
2015,Arizona,West,"Aggregates, construction",39500000.0,Construction sand and gravel,363000000.0
2015,Arkansas,South,"Aggregates, construction",7510000.0,Construction sand and gravel,66000000.0
2015,California,West,"Aggregates, construction",95400000.0,Construction sand and gravel,1070000000.0
2015,Colorado,West,"Aggregates, construction",33600000.0,Construction sand and gravel,260000000.0
2015,Connecticut,Northeast,"Aggregates, construction",5120000.0,Construction sand and gravel,48600000.0
2015,Delaware,South,"Aggregates, construction",2370000.0,Construction sand and gravel,19800000.0
2015,Florida,South,"Aggregates, construction",17200000.0,Construction sand and gravel,175000000.0
2015,Georgia,South,"Aggregates, construction",5380000.0,Construction sand and gravel,37600000.0
2015,Hawaii,West,"Aggregates, construction",459000.0,Construction sand and gravel,10300000.0
2015,Idaho,West,"Aggregates, construction",14100000.0,Construction sand and gravel,83000000.0
2015,Illinois,Midwest,"Aggregates, construction",22000000.0,Construction sand and gravel,152000000.0
2015,Indiana,Midwest,"Aggregates, construction",17300000.0,Construction sand and gravel,132000000.0
2015,Iowa,Midwest,"Aggregates, construction",13700000.0,Construction sand and gravel,101000000.0
2015,Kansas,Midwest,"Aggregates, construction",9000000.0,Construction sand and gravel,55100000.0
2015,Kentucky,South,"Aggregates, construction",9040000.0,Construction sand and gravel,45500000.0
2015,Louisiana,South,"Aggregates, construction",16300000.0,Construction sand and gravel,185000000.0
2015,Maine,Northeast,"Aggregates, construction",7370000.0,Construction sand and gravel,58000000.0
2015,Maryland,South,"Aggregates, construction",7380000.0,Construction sand and gravel,92600000.0
2015,Massachusetts,Northeast,"Aggregates, construction",10100000.0,Construction sand and gravel,92200000.0
2015,Michigan,Midwest,"Aggregates, construction",39100000.0,Construction sand and gravel,237000000.0
2015,Minnesota,Midwest,"Aggregates, construction",49300000.0,Construction sand and gravel,239000000.0
2015,Mississippi,South,"Aggregates, construction",9950000.0,Construction sand and gravel,78900000.0
2015,Missouri,Midwest,"Aggregates, construction",9890000.0,Construction sand and gravel,67700000.0
2015,Montana,West,"Aggregates, construction",12100000.0,Construction sand and gravel,92300000.0
2015,Nebraska,Midwest,"Aggregates, construction",12700000.0,Construction sand and gravel,91000000.0
2015,Nevada,West,"Aggregates, construction",15400000.0,Construction sand and gravel,89700000.0
2015,New Hampshire,Northeast,"Aggregates, construction",6230000.0,Construction sand and gravel,52200000.0
2015,New Jersey,Northeast,"Aggregates, construction",11800000.0,Construction sand and gravel,94600000.0
2015,New Mexico,West,"Aggregates, construction",8720000.0,Construction sand and gravel,78400000.0
2015,New York,Northeast,"Aggregates, construction",29900000.0,Construction sand and gravel,292000000.0
2015,North Carolina,South,"Aggregates, construction",7960000.0,Construction sand and gravel,52400000.0
2015,North Dakota,Midwest,"Aggregates, construction",18400000.0,Construction sand and gravel,118000000.0
2015,Ohio,Midwest,"Aggregates, construction",32900000.0,Construction sand and gravel,271000000.0
2015,Oklahoma,South,"Aggregates, construction",10800000.0,Construction sand and gravel,88300000.0
2015,Oregon,West,"Aggregates, construction",12200000.0,Construction sand and gravel,108000000.0
2015,Pennsylvania,Northeast,"Aggregates, construction",9310000.0,Construction sand and gravel,101000000.0
2015,Rhode Island,Northeast,"Aggregates, construction",2120000.0,Construction sand and gravel,27000000.0
2015,South Carolina,South,"Aggregates, construction",8360000.0,Construction sand and gravel,44300000.0
2015,South Dakota,Midwest,"Aggregates, construction",11200000.0,Construction sand and gravel,55000000.0
2015,Tennessee,South,"Aggregates, construction",6620000.0,Construction sand and gravel,52900000.0
2015,Texas,South,"Aggregates, construction",82500000.0,Construction sand and gravel,783000000.0
2015,Utah,West,"Aggregates, construction",28800000.0,Construction sand and gravel,214000000.0
2015,Vermont,Northeast,"Aggregates, construction",4970000.0,Construction sand and gravel,36100000.0
2015,Virginia,South,"Aggregates, construction",7640000.0,Construction sand and gravel,82300000.0
2015,Washington,West,"Aggregates, construction",33400000.0,Construction sand and gravel,274000000.0
2015,West Virginia,South,"Aggregates, construction",583000.0,Construction sand and gravel,4950000.0
2015,Wisconsin,Midwest,"Aggregates, construction",28000000.0,Construction sand and gravel,208000000.0
2015,Wyoming,West,"Aggregates, construction",15000000.0,Construction sand and gravel,134000000.0
2014,Alabama,South,"Aggregates, construction",8820000.0,Construction sand and gravel,60800000.0
2014,Alaska,West,"Aggregates, construction",8360000.0,Construction sand and gravel,63200000.0
2014,Arizona,West,"Aggregates, construction",35900000.0,Construction sand and gravel,310000000.0
2014,Arkansas,South,"Aggregates, construction",8080000.0,Construction sand and gravel,69800000.0
2014,California,West,"Aggregates, construction",85900000.0,Construction sand and gravel,1000000000.0
2014,Colorado,West,"Aggregates, construction",34200000.0,Construction sand and gravel,242000000.0
2014,Connecticut,Northeast,"Aggregates, construction",5360000.0,Construction sand and gravel,55300000.0
2014,Delaware,South,"Aggregates, construction",1500000.0,Construction sand and gravel,15100000.0
2014,Florida,South,"Aggregates, construction",16000000.0,Construction sand and gravel,152000000.0
2014,Georgia,South,"Aggregates, construction",5490000.0,Construction sand and gravel,37000000.0
2014,Hawaii,West,"Aggregates, construction",492000.0,Construction sand and gravel,7830000.0
2014,Idaho,West,"Aggregates, construction",13800000.0,Construction sand and gravel,82300000.0
2014,Illinois,Midwest,"Aggregates, construction",18400000.0,Construction sand and gravel,126000000.0
2014,Indiana,Midwest,"Aggregates, construction",17600000.0,Construction sand and gravel,132000000.0
2014,Iowa,Midwest,"Aggregates, construction",13500000.0,Construction sand and gravel,92700000.0
2014,Kansas,Midwest,"Aggregates, construction",8570000.0,Construction sand and gravel,48600000.0
2014,Kentucky,South,"Aggregates, construction",8510000.0,Construction sand and gravel,41500000.0
2014,Louisiana,South,"Aggregates, construction",17800000.0,Construction sand and gravel,220000000.0
2014,Maine,Northeast,"Aggregates, construction",6950000.0,Construction sand and gravel,51900000.0
2014,Maryland,South,"Aggregates, construction",7100000.0,Construction sand and gravel,91600000.0
2014,Massachusetts,Northeast,"Aggregates, construction",11000000.0,Construction sand and gravel,88200000.0
2014,Michigan,Midwest,"Aggregates, construction",36300000.0,Construction sand and gravel,204000000.0
2014,Minnesota,Midwest,"Aggregates, construction",41800000.0,Construction sand and gravel,188000000.0
2014,Mississippi,South,"Aggregates, construction",10700000.0,Construction sand and gravel,82100000.0
2014,Missouri,Midwest,"Aggregates, construction",10600000.0,Construction sand and gravel,67500000.0
2014,Montana,West,"Aggregates, construction",10900000.0,Construction sand and gravel,89600000.0
2014,Nebraska,Midwest,"Aggregates, construction",12100000.0,Construction sand and gravel,86800000.0
2014,Nevada,West,"Aggregates, construction",13600000.0,Construction sand and gravel,87900000.0
2014,New Hampshire,Northeast,"Aggregates, construction",6360000.0,Construction sand and gravel,53600000.0
2014,New Jersey,Northeast,"Aggregates, construction",12100000.0,Construction sand and gravel,93300000.0
2014,New Mexico,West,"Aggregates, construction",7990000.0,Construction sand and gravel,81400000.0
2014,New York,Northeast,"Aggregates, construction",27600000.0,Construction sand and gravel,252000000.0
2014,North Carolina,South,"Aggregates, construction",7350000.0,Construction sand and gravel,48500000.0
2014,North Dakota,Midwest,"Aggregates, construction",20600000.0,Construction sand and gravel,147000000.0
2014,Ohio,Midwest,"Aggregates, construction",30500000.0,Construction sand and gravel,228000000.0
2014,Oklahoma,South,"Aggregates, construction",11300000.0,Construction sand and gravel,86300000.0
2014,Oregon,West,"Aggregates, construction",11000000.0,Construction sand and gravel,94000000.0
2014,Pennsylvania,Northeast,"Aggregates, construction",9730000.0,Construction sand and gravel,95100000.0
2014,Rhode Island,Northeast,"Aggregates, construction",2830000.0,Construction sand and gravel,32800000.0
2014,South Carolina,South,"Aggregates, construction",8070000.0,Construction sand and gravel,41800000.0
2014,South Dakota,Midwest,"Aggregates, construction",11900000.0,Construction sand and gravel,59100000.0
2014,Tennessee,South,"Aggregates, construction",5790000.0,Construction sand and gravel,41000000.0
2014,Texas,South,"Aggregates, construction",77100000.0,Construction sand and gravel,693000000.0
2014,Utah,West,"Aggregates, construction",25200000.0,Construction sand and gravel,187000000.0
2014,Vermont,Northeast,"Aggregates, construction",4790000.0,Construction sand and gravel,32800000.0
2014,Virginia,South,"Aggregates, construction",7110000.0,Construction sand and gravel,80400000.0
2014,Washington,West,"Aggregates, construction",32000000.0,Construction sand and gravel,238000000.0
2014,West Virginia,South,"Aggregates, construction",618000.0,Construction sand and gravel,5240000.0
2014,Wisconsin,Midwest,"Aggregates, construction",26100000.0,Construction sand and gravel,154000000.0
2014,Wyoming,West,"Aggregates, construction",13700000.0,Construction sand and gravel,118000000.0
2013,Alabama,South,"Aggregates, construction",9210000.0,Construction sand and gravel,61700000.0
2013,Alaska,West,"Aggregates, construction",10100000.0,Construction sand and gravel,67400000.0
2013,Arizona,West,"Aggregates, construction",35300000.0,Construction sand and gravel,307000000.0
2013,Arkansas,South,"Aggregates, construction",8030000.0,Construction sand and gravel,68500000.0
2013,California,West,"Aggregates, construction",86400000.0,Construction sand and gravel,962000000.0
2013,Colorado,West,"Aggregates, construction",31200000.0,Construction sand and gravel,222000000.0
2013,Connecticut,Northeast,"Aggregates, construction",5100000.0,Construction sand and gravel,47200000.0
2013,Delaware,South,"Aggregates, construction",1600000.0,Construction sand and gravel,12600000.0
2013,Florida,South,"Aggregates, construction",14700000.0,Construction sand and gravel,133000000.0
2013,Georgia,South,"Aggregates, construction",5090000.0,Construction sand and gravel,33000000.0
2013,Hawaii,West,"Aggregates, construction",662000.0,Construction sand and gravel,10100000.0
2013,Idaho,West,"Aggregates, construction",11500000.0,Construction sand and gravel,69300000.0
2013,Illinois,Midwest,"Aggregates, construction",18300000.0,Construction sand and gravel,127000000.0
2013,Indiana,Midwest,"Aggregates, construction",18300000.0,Construction sand and gravel,133000000.0
2013,Iowa,Midwest,"Aggregates, construction",13500000.0,Construction sand and gravel,84900000.0
2013,Kansas,Midwest,"Aggregates, construction",8750000.0,Construction sand and gravel,49000000.0
2013,Kentucky,South,"Aggregates, construction",8350000.0,Construction sand and gravel,43700000.0
2013,Louisiana,South,"Aggregates, construction",18400000.0,Construction sand and gravel,188000000.0
2013,Maine,Northeast,"Aggregates, construction",7240000.0,Construction sand and gravel,50400000.0
2013,Maryland,South,"Aggregates, construction",6540000.0,Construction sand and gravel,76900000.0
2013,Massachusetts,Northeast,"Aggregates, construction",11800000.0,Construction sand and gravel,107000000.0
2013,Michigan,Midwest,"Aggregates, construction",32500000.0,Construction sand and gravel,171000000.0
2013,Minnesota,Midwest,"Aggregates, construction",41300000.0,Construction sand and gravel,193000000.0
2013,Mississippi,South,"Aggregates, construction",10300000.0,Construction sand and gravel,76400000.0
2013,Missouri,Midwest,"Aggregates, construction",11200000.0,Construction sand and gravel,78200000.0
2013,Montana,West,"Aggregates, construction",13200000.0,Construction sand and gravel,100000000.0
2013,Nebraska,Midwest,"Aggregates, construction",12700000.0,Construction sand and gravel,88700000.0
2013,Nevada,West,"Aggregates, construction",12700000.0,Construction sand and gravel,87800000.0
2013,New Hampshire,Northeast,"Aggregates, construction",6250000.0,Construction sand and gravel,47100000.0
2013,New Jersey,Northeast,"Aggregates, construction",11000000.0,Construction sand and gravel,94000000.0
2013,New Mexico,West,"Aggregates, construction",9220000.0,Construction sand and gravel,82900000.0
2013,New York,Northeast,"Aggregates, construction",28900000.0,Construction sand and gravel,251000000.0
2013,North Carolina,South,"Aggregates, construction",7390000.0,Construction sand and gravel,49900000.0
2013,North Dakota,Midwest,"Aggregates, construction",25900000.0,Construction sand and gravel,187000000.0
2013,Ohio,Midwest,"Aggregates, construction",28900000.0,Construction sand and gravel,225000000.0
2013,Oklahoma,South,"Aggregates, construction",10400000.0,Construction sand and gravel,71100000.0
2013,Oregon,West,"Aggregates, construction",11300000.0,Construction sand and gravel,90700000.0
2013,Pennsylvania,Northeast,"Aggregates, construction",10500000.0,Construction sand and gravel,94800000.0
2013,Rhode Island,Northeast,"Aggregates, construction",2410000.0,Construction sand and gravel,30000000.0
2013,South Carolina,South,"Aggregates, construction",6500000.0,Construction sand and gravel,37200000.0
2013,South Dakota,Midwest,"Aggregates, construction",11800000.0,Construction sand and gravel,53000000.0
2013,Tennessee,South,"Aggregates, construction",6060000.0,Construction sand and gravel,48300000.0
2013,Texas,South,"Aggregates, construction",77300000.0,Construction sand and gravel,625000000.0
2013,Utah,West,"Aggregates, construction",24800000.0,Construction sand and gravel,178000000.0
2013,Vermont,Northeast,"Aggregates, construction",4890000.0,Construction sand and gravel,36500000.0
2013,Virginia,South,"Aggregates, construction",6820000.0,Construction sand and gravel,75000000.0
2013,Washington,West,"Aggregates, construction",31100000.0,Construction sand and gravel,235000000.0
2013,West Virginia,South,"Aggregates, construction",487000.0,Construction sand and gravel,4130000.0
2013,Wisconsin,Midwest,"Aggregates, construction",24900000.0,Construction sand and gravel,130000000.0
2013,Wyoming,West,"Aggregates, construction",11700000.0,Construction sand and gravel,94300000.0
2012,Alabama,South,"Aggregates, construction",8440000.0,Construction sand and gravel,50700000.0
2012,Alaska,West,"Aggregates, construction",6570000.0,Construction sand and gravel,45000000.0
2012,Arizona,West,"Aggregates, construction",34200000.0,Construction sand and gravel,302000000.0
2012,Arkansas,South,"Aggregates, construction",8010000.0,Construction sand and gravel,68500000.0
2012,California,West,"Aggregates, construction",80700000.0,Construction sand and gravel,882000000.0
2012,Colorado,West,"Aggregates, construction",28400000.0,Construction sand and gravel,213000000.0
2012,Connecticut,Northeast,"Aggregates, construction",5460000.0,Construction sand and gravel,51300000.0
2012,Delaware,South,"Aggregates, construction",1340000.0,Construction sand and gravel,11900000.0
2012,Florida,South,"Aggregates, construction",13700000.0,Construction sand and gravel,111000000.0
2012,Georgia,South,"Aggregates, construction",5210000.0,Construction sand and gravel,32500000.0
2012,Hawaii,West,"Aggregates, construction",786000.0,Construction sand and gravel,15000000.0
2012,Idaho,West,"Aggregates, construction",10100000.0,Construction sand and gravel,74700000.0
2012,Illinois,Midwest,"Aggregates, construction",17200000.0,Construction sand and gravel,117000000.0
2012,Indiana,Midwest,"Aggregates, construction",18500000.0,Construction sand and gravel,107000000.0
2012,Iowa,Midwest,"Aggregates, construction",14100000.0,Construction sand and gravel,92100000.0
2012,Kansas,Midwest,"Aggregates, construction",9830000.0,Construction sand and gravel,53400000.0
2012,Kentucky,South,"Aggregates, construction",7560000.0,Construction sand and gravel,37000000.0
2012,Louisiana,South,"Aggregates, construction",18400000.0,Construction sand and gravel,203000000.0
2012,Maine,Northeast,"Aggregates, construction",8200000.0,Construction sand and gravel,60500000.0
2012,Maryland,South,"Aggregates, construction",7730000.0,Construction sand and gravel,90700000.0
2012,Massachusetts,Northeast,"Aggregates, construction",10000000.0,Construction sand and gravel,93100000.0
2012,Michigan,Midwest,"Aggregates, construction",32600000.0,Construction sand and gravel,179000000.0
2012,Minnesota,Midwest,"Aggregates, construction",44300000.0,Construction sand and gravel,221000000.0
2012,Mississippi,South,"Aggregates, construction",11400000.0,Construction sand and gravel,89700000.0
2012,Missouri,Midwest,"Aggregates, construction",10500000.0,Construction sand and gravel,69600000.0
2012,Montana,West,"Aggregates, construction",12800000.0,Construction sand and gravel,95100000.0
2012,Nebraska,Midwest,"Aggregates, construction",13300000.0,Construction sand and gravel,87600000.0
2012,Nevada,West,"Aggregates, construction",12100000.0,Construction sand and gravel,78400000.0
2012,New Hampshire,Northeast,"Aggregates, construction",7190000.0,Construction sand and gravel,51900000.0
2012,New Jersey,Northeast,"Aggregates, construction",11200000.0,Construction sand and gravel,98100000.0
2012,New Mexico,West,"Aggregates, construction",9660000.0,Construction sand and gravel,77800000.0
2012,New York,Northeast,"Aggregates, construction",29400000.0,Construction sand and gravel,259000000.0
2012,North Carolina,South,"Aggregates, construction",7310000.0,Construction sand and gravel,43600000.0
2012,North Dakota,Midwest,"Aggregates, construction",27600000.0,Construction sand and gravel,196000000.0
2012,Ohio,Midwest,"Aggregates, construction",29200000.0,Construction sand and gravel,230000000.0
2012,Oklahoma,South,"Aggregates, construction",10800000.0,Construction sand and gravel,67000000.0
2012,Oregon,West,"Aggregates, construction",10400000.0,Construction sand and gravel,89800000.0
2012,Pennsylvania,Northeast,"Aggregates, construction",11500000.0,Construction sand and gravel,102000000.0
2012,Rhode Island,Northeast,"Aggregates, construction",2500000.0,Construction sand and gravel,28400000.0
2012,South Carolina,South,"Aggregates, construction",6380000.0,Construction sand and gravel,36300000.0
2012,South Dakota,Midwest,"Aggregates, construction",13200000.0,Construction sand and gravel,63400000.0
2012,Tennessee,South,"Aggregates, construction",6110000.0,Construction sand and gravel,47500000.0
2012,Texas,South,"Aggregates, construction",75600000.0,Construction sand and gravel,560000000.0
2012,Utah,West,"Aggregates, construction",24200000.0,Construction sand and gravel,175000000.0
2012,Vermont,Northeast,"Aggregates, construction",4880000.0,Construction sand and gravel,39800000.0
2012,Virginia,South,"Aggregates, construction",6650000.0,Construction sand and gravel,75700000.0
2012,Washington,West,"Aggregates, construction",28500000.0,Construction sand and gravel,218000000.0
2012,West Virginia,South,"Aggregates, construction",578000.0,Construction sand and gravel,4890000.0
2012,Wisconsin,Midwest,"Aggregates, construction",28300000.0,Construction sand and gravel,142000000.0
2012,Wyoming,West,"Aggregates, construction",12000000.0,Construction sand and gravel,100000000.0
2011,Alabama,South,"Aggregates, construction",9910000.0,Construction sand and gravel,53600000.0
2011,Alaska,West,"Aggregates, construction",7840000.0,Construction sand and gravel,70800000.0
2011,Arizona,West,"Aggregates, construction",31900000.0,Construction sand and gravel,269000000.0
2011,Arkansas,South,"Aggregates, construction",7990000.0,Construction sand and gravel,68200000.0
2011,California,West,"Aggregates, construction",81800000.0,Construction sand and gravel,905000000.0
2011,Colorado,West,"Aggregates, construction",26900000.0,Construction sand and gravel,198000000.0
2011,Connecticut,Northeast,"Aggregates, construction",5560000.0,Construction sand and gravel,54200000.0
2011,Delaware,South,"Aggregates, construction",1790000.0,Construction sand and gravel,10700000.0
2011,Florida,South,"Aggregates, construction",12000000.0,Construction sand and gravel,104000000.0
2011,Georgia,South,"Aggregates, construction",5150000.0,Construction sand and gravel,30300000.0
2011,Hawaii,West,"Aggregates, construction",962000.0,Construction sand and gravel,15100000.0
2011,Idaho,West,"Aggregates, construction",10500000.0,Construction sand and gravel,63900000.0
2011,Illinois,Midwest,"Aggregates, construction",18800000.0,Construction sand and gravel,121000000.0
2011,Indiana,Midwest,"Aggregates, construction",18800000.0,Construction sand and gravel,111000000.0
2011,Iowa,Midwest,"Aggregates, construction",15200000.0,Construction sand and gravel,102000000.0
2011,Kansas,Midwest,"Aggregates, construction",9620000.0,Construction sand and gravel,47100000.0
2011,Kentucky,South,"Aggregates, construction",6810000.0,Construction sand and gravel,32500000.0
2011,Louisiana,South,"Aggregates, construction",20900000.0,Construction sand and gravel,207000000.0
2011,Maine,Northeast,"Aggregates, construction",7790000.0,Construction sand and gravel,52100000.0
2011,Maryland,South,"Aggregates, construction",6980000.0,Construction sand and gravel,83100000.0
2011,Massachusetts,Northeast,"Aggregates, construction",9270000.0,Construction sand and gravel,93800000.0
2011,Michigan,Midwest,"Aggregates, construction",31900000.0,Construction sand and gravel,177000000.0
2011,Minnesota,Midwest,"Aggregates, construction",37200000.0,Construction sand and gravel,182000000.0
2011,Mississippi,South,"Aggregates, construction",11700000.0,Construction sand and gravel,94100000.0
2011,Missouri,Midwest,"Aggregates, construction",9340000.0,Construction sand and gravel,64800000.0
2011,Montana,West,"Aggregates, construction",11000000.0,Construction sand and gravel,85800000.0
2011,Nebraska,Midwest,"Aggregates, construction",13000000.0,Construction sand and gravel,76300000.0
2011,Nevada,West,"Aggregates, construction",13600000.0,Construction sand and gravel,77400000.0
2011,New Hampshire,Northeast,"Aggregates, construction",6270000.0,Construction sand and gravel,54400000.0
2011,New Jersey,Northeast,"Aggregates, construction",11800000.0,Construction sand and gravel,108000000.0
2011,New Mexico,West,"Aggregates, construction",9470000.0,Construction sand and gravel,74300000.0
2011,New York,Northeast,"Aggregates, construction",30300000.0,Construction sand and gravel,257000000.0
2011,North Carolina,South,"Aggregates, construction",7720000.0,Construction sand and gravel,44700000.0
2011,North Dakota,Midwest,"Aggregates, construction",21800000.0,Construction sand and gravel,117000000.0
2011,Ohio,Midwest,"Aggregates, construction",27300000.0,Construction sand and gravel,219000000.0
2011,Oklahoma,South,"Aggregates, construction",11000000.0,Construction sand and gravel,68000000.0
2011,Oregon,West,"Aggregates, construction",11300000.0,Construction sand and gravel,86900000.0
