Mine ID,Mine Name,Commodity,Mine Status,Status Date,Type of Mine
1900917,Granville Pit,Construction Sand and Gravel,Abandoned,4/29/1985,Surface
1900921,Dump Road Pit And Plant,Construction Sand and Gravel,Abandoned,10/18/1979,Surface
1900924,Belchertown Pit And Mill,Construction Sand and Gravel,Abandoned,2/12/1980,Surface
1900926,Landfill Pit,Construction Sand and Gravel,Abandoned,12/21/1978,Surface
1900928,Townsend Pit,Construction Sand and Gravel,Abandoned,6/1/1993,Surface
1900929,Cheshire Pit,Construction Sand and Gravel,Abandoned,7/23/1979,Surface
1900931,Lanzisera Pit,Construction Sand and Gravel,Abandoned,8/22/1979,Surface
1900932,Walter J Glowacki Pit And Plant,Construction Sand and Gravel,Abandoned,8/30/1985,Surface
1900934,Curran Highway Crusher Plant,Construction Sand and Gravel,Abandoned,4/5/1994,Surface
1900935,Haverhill Pit,Construction Sand and Gravel,Abandoned,3/31/1980,Surface
1900937,Lyford Road Pit,Construction Sand and Gravel,Abandoned,5/21/1982,Surface
1900938,Boan Farm Pit,Construction Sand and Gravel,Abandoned,1/10/1983,Surface
1900939,Charge Pond Road Plant,Construction Sand and Gravel,Abandoned,1/6/1986,Surface
1900940,Rochester Pit,Construction Sand and Gravel,Abandoned,12/15/1978,Surface
1900941,Holland Pit And Mill,Construction Sand and Gravel,Abandoned,5/8/1979,Surface
1900942,De Pontes Topsoil Pit And Plant,Construction Sand and Gravel,Abandoned,7/2/1980,Surface
1900943,Hi-Way Pit And Plant,Construction Sand and Gravel,Abandoned,5/21/1982,Surface
1900944,Candlewood Recreation Area,Construction Sand and Gravel,Abandoned,5/19/1978,Surface
1900946,Bug Hill Road Pits,Construction Sand and Gravel,Abandoned,5/21/1982,Surface
1900948,Lakeville Pit,Construction Sand and Gravel,Abandoned,5/17/1979,Surface
1900949,TRYON CONSTRUCTION PIT,Construction Sand and Gravel,Intermittent,4/19/2018,Surface
1900950,Mercer Pit,Construction Sand and Gravel,Abandoned,5/21/1982,Surface
1900951,Winter Street Pit,Construction Sand and Gravel,Abandoned,7/31/1980,Surface
1900953,Tyler Pit,Construction Sand and Gravel,Abandoned,1/16/1979,Surface
1900958,Landfill Pit,Construction Sand and Gravel,Abandoned,3/15/1979,Surface
1900959,Roger Dines Pit And Plant,Construction Sand and Gravel,Abandoned,4/26/1979,Surface
1900960,Horn Pit,Construction Sand and Gravel,Abandoned,5/1/1979,Surface
1900961,Adams,Construction Sand and Gravel,Abandoned,8/4/1993,Surface
1900962,M F Roach Co Pit,Construction Sand and Gravel,Abandoned,7/2/1980,Surface
1900963,Nolan Pit,Construction Sand and Gravel,Abandoned,5/21/1982,Surface
1900964,Gaston Pit,Construction Sand and Gravel,Abandoned,5/21/1982,Surface
1900966,Randy Pit,Construction Sand and Gravel,Abandoned,8/22/1979,Surface
1900967,Triple J Screening & Trucking Inc.,Construction Sand and Gravel,Abandoned,4/21/2020,Surface
1900968,Raynham Pit,Construction Sand and Gravel,Abandoned,6/26/1980,Surface
1900969,"44 GRAVEL SAND, INC.",Construction Sand and Gravel,Abandoned,8/12/2002,Surface
1900971,South Hadley Sand Plant,Construction Sand and Gravel,Abandoned,4/29/1985,Surface
1900972,Plant No 2,Construction Sand and Gravel,Abandoned,5/24/1985,Surface
1900973,Construction Service,Construction Sand and Gravel,Abandoned,4/25/1986,Surface
1900974,Freetown Sand & Gravel Inc,Construction Sand and Gravel,Abandoned,1/9/2008,Surface
1900975,Gil Pam Construction Pit,Construction Sand and Gravel,Abandoned,3/11/1983,Surface
1900976,Granby Quarry I,Construction Sand and Gravel,Abandoned,9/26/2013,Surface
1900977,Lizak'S Pit,Construction Sand and Gravel,Abandoned,9/21/1983,Surface
1900978,Airport Pit,Construction Sand and Gravel,Abandoned,11/22/1989,Surface
1900982,PLANT NO. 2,Construction Sand and Gravel,Abandoned,8/1/1999,Surface
1900983,Leveritt Pit And Plant,Construction Sand and Gravel,Abandoned,10/8/1981,Surface
1900985,Sunderland Gravel Pit,Construction Sand and Gravel,Abandoned,10/8/1981,Surface
1900987,J W Cowles Sand & Gravel,Construction Sand and Gravel,Abandoned,8/30/1993,Surface
1900988,Jowalco Incorporated,Construction Sand and Gravel,Abandoned,12/10/1982,Surface
1900989,Lambson Sand And Gravel,Construction Sand and Gravel,Abandoned,10/20/1982,Surface
1900990,David I Walsh,Construction Sand and Gravel,Abandoned,1/13/1983,Surface
1900992,Rondeau Pit And Mill,Construction Sand and Gravel,Abandoned,2/19/1985,Surface
1900993,Sandwich Pit And Mill,Construction Sand and Gravel,Abandoned,3/25/1988,Surface
1900994,Ray Haluch Bank And Mill,Construction Sand and Gravel,Abandoned,6/2/1986,Surface
1900995,R J Mc Donald Inc,Construction Sand and Gravel,Intermittent,3/28/1986,Surface
1900996,Bowen Pit,Construction Sand and Gravel,Abandoned,10/4/1985,Surface
1900997,Diso Pit,Construction Sand and Gravel,Abandoned,10/4/1985,Surface
1900998,Rodriques Pit,Construction Sand and Gravel,Abandoned,10/4/1985,Surface
1901000,K & K PIT,Construction Sand and Gravel,Abandoned,2/24/1999,Surface
1901001,Dalton Hardwood,Construction Sand and Gravel,Abandoned,8/11/1989,Surface
1901002,FASSELL SITE,Construction Sand and Gravel,Abandoned,7/22/1998,Surface
1901003,Pittsfield Highway Dept Plant,Construction Sand and Gravel,Abandoned,7/24/1987,Surface
1901005,North Adams Pit,Construction Sand and Gravel,Abandoned,8/17/1989,Surface
1901006,"VANCO SAND & GRVEL, INC.",Construction Sand and Gravel,Abandoned,4/23/2001,Surface
1901007,Blackstone Plant,Construction Sand and Gravel,Active,3/16/2005,Surface
1901009,Dalton Hardwood Pit,Construction Sand and Gravel,Abandoned,8/19/1989,Surface
1901010,GOURDIN,Construction Sand and Gravel,AbandonedSealed,1/31/2002,Surface
1901011,O'DONNELL SAND & GRAVEL,Construction Sand and Gravel,Abandoned,2/25/2004,Surface
1901014,Harry Bedoian,Construction Sand and Gravel,Abandoned,6/9/1992,Surface
1901015,Clear Summit,Construction Sand and Gravel,Abandoned,3/6/2014,Surface
1901017,Holland Pit,Construction Sand and Gravel,Abandoned,7/7/1993,Surface
1901018,Riverside Pit,Construction Sand and Gravel,Abandoned,6/3/1991,Surface
1901019,Portable Crusher,Construction Sand and Gravel,Abandoned,9/29/2022,Surface
1901020,Hinsdale Pit,Construction Sand and Gravel,Abandoned,6/17/1993,Surface
1901021,Hinsdale Pit,Construction Sand and Gravel,Abandoned,4/1/1991,Surface
1901022,Noble'S Pit,Construction Sand and Gravel,Abandoned,8/13/1990,Surface
1901023,Turner'S Pit,Construction Sand and Gravel,Abandoned,3/14/1991,Surface
1901024,Jacques Construction Incorporated,Construction Sand and Gravel,Abandoned,7/6/1992,Surface
1901025,Kibbe'S Pit,Construction Sand and Gravel,Abandoned,5/6/1991,Surface
1901026,Plainville Gravel Pit,Construction Sand and Gravel,Abandoned,6/21/1993,Surface
1901027,Pommogussett Operations,Construction Sand and Gravel,Abandoned,7/6/1992,Surface
1901028,Diamond Gravel Company,Construction Sand and Gravel,Abandoned,6/3/1991,Surface
1901029,Old Stagecoach Pit,Construction Sand and Gravel,Abandoned,7/14/1992,Surface
1901030,Jack's Folly,Construction Sand and Gravel,Abandoned,4/30/2008,Surface
1901033,Hinsdale Pit,Construction Sand and Gravel,Abandoned,8/4/1993,Surface
1901035,LECCA ENTERPRISES,Construction Sand and Gravel,Abandoned,7/24/1997,Surface
1901036,Portable 1,Construction Sand and Gravel,Abandoned,7/10/1996,Surface
1901037,PORTABLE POWERSCREEN S/N 2711527,Construction Sand and Gravel,Abandoned,8/28/2003,Surface
1901040,Austin Western Portable,Construction Sand and Gravel,Abandoned,7/29/1994,Surface
1901041,WILLIAMS GRAVEL BED,Construction Sand and Gravel,Abandoned,10/8/2003,Surface
1901043,Murby's Pit / Lippmann Crusher,Construction Sand and Gravel,Active,1/3/2013,Facility
1901044,PORTABLE PLANT #1,Construction Sand and Gravel,Abandoned,1/11/2010,Surface
1901045,Southwick Sand & Gravel,Construction Sand and Gravel,Abandoned,12/13/2004,Surface
1901046,PORTABLE PLANT 1,Construction Sand and Gravel,Abandoned,5/12/2004,Surface
1901047,Brown's Processing Extec,Construction Sand and Gravel,Abandoned,7/24/2018,Surface
1901048,PORTABLE,Construction Sand and Gravel,Abandoned,8/20/2007,Surface
1901049,WBP Pit,Construction Sand and Gravel,TempIdle,9/3/2025,Surface
1901050,NORDBERG,Construction Sand and Gravel,Abandoned,1/6/2003,Surface
1901051,VICTORY SAND & GRAVEL,Construction Sand and Gravel,Active,1/18/2009,Surface
1901053,McCloskey 621 Screener,Construction Sand and Gravel,Abandoned,7/18/2011,Surface
1901054,Sandwich Plant ,Construction Sand and Gravel,Active,6/27/2022,Surface
1901055,PIETTE SAND & GRAVEL,Construction Sand and Gravel,Abandoned,9/27/2002,Surface
1901056,KESTRAL CORP,Construction Sand and Gravel,Abandoned,9/4/2001,Surface
1901057,FELTON PIT,Construction Sand and Gravel,Abandoned,10/22/2003,Surface
1901058,BOURNE PIT,Construction Sand and Gravel,Abandoned,9/2/2020,Surface
1901060,N Brookfield Plant ,Construction Sand and Gravel,Active,7/10/2024,Surface
1901062,Judd Sand & Gravel,Construction Sand and Gravel,Abandoned,2/8/2021,Surface
1901064,STRIAR PIT,Construction Sand and Gravel,Abandoned,4/18/2002,Surface
1901065,JENI MAY,Construction Sand and Gravel,Abandoned,5/17/2001,Surface
1901067,THOMAS W. DIPLACIDO CORP.,Construction Sand and Gravel,Abandoned,4/26/2005,Surface
1901068,Echo Road Pit,Construction Sand and Gravel,Abandoned,11/30/2020,Surface
1901069,Greylock Sand and Gravel,Construction Sand and Gravel,Abandoned,6/14/2017,Surface
1901070,PORTABLE CEDAR RAPIDS #1,Construction Sand and Gravel,Abandoned,9/24/2001,Facility
1901071,Mitchell Materials- Northfield,Construction Sand and Gravel,Abandoned,7/5/2024,Surface
1901072,NORTHBORO PLANT,Construction Sand and Gravel,Active,4/11/2011,Surface
1901073,IMMANUE CORP.,Construction Sand and Gravel,Abandoned,9/7/1999,Surface
1901074,"P.A. LANDERS, INC.",Construction Sand and Gravel,Abandoned,1/30/2004,Surface
1901075,ROSENFELD HARTFORD AVE. PIT,Construction Sand and Gravel,Abandoned,9/5/2003,Surface
1901077,KIMBALL,Construction Sand and Gravel,Abandoned,11/19/1999,Surface
1901078,R J Bevilacqua Construction,Construction Sand and Gravel,Abandoned,2/2/2006,Surface
1901079,DANAITIS SAND & GRAVEL,Construction Sand and Gravel,Abandoned,7/2/2002,Surface
1901080,HEFFRON MATERIALS/A DIV. OF HEFF,Construction Sand and Gravel,Abandoned,11/20/2003,Surface
1901081,Portable Plant,Construction Sand and Gravel,Abandoned,7/17/2008,Surface
1901082,Kingstown Portable,Construction Sand and Gravel,Abandoned,1/26/2015,Surface
1901083,T. R. HARDAKER EXCAVATING INC.,Construction Sand and Gravel,Abandoned,7/15/2003,Surface
1901084,RIDDER FARM INC.,Construction Sand and Gravel,Abandoned,4/11/2005,Surface
1901085,Telsmith,Construction Sand and Gravel,Abandoned,6/19/2008,Surface
1901086,Wilton Pit,Construction Sand and Gravel,Abandoned,12/23/2014,Surface
1901087,Master Screen,Construction Sand and Gravel,Abandoned,6/18/2008,Surface
1901088,MALLET CRUSHING,Construction Sand and Gravel,Abandoned,3/26/2001,Surface
1901089,Kolman/Athey Portable Plant,Construction Sand and Gravel,Abandoned,7/14/2008,Surface
1901090,W E LYONS SAND & GRAVEL INC,Construction Sand and Gravel,Abandoned,3/11/2005,Surface
1901091,SOUTHEASTERN-PORTABLE,Construction Sand and Gravel,Abandoned,8/7/2003,Surface
1901092,PS 16,Construction Sand and Gravel,Abandoned,11/5/2012,Surface
1901093,"SHEDD BROOK SAND & GRAVEL, LLC.",Construction Sand and Gravel,Abandoned,4/9/2001,Surface
1901094,Central Mass Sand & Gravel,Construction Sand and Gravel,Abandoned,5/15/2023,Surface
1901100,ROUTE 58 PIT,Construction Sand and Gravel,Abandoned,9/16/2002,Surface
1901102,POWER SCREEN,Construction Sand and Gravel,Abandoned,12/30/2003,Surface
1901104,RAY HALUCH INC,Construction Sand and Gravel,Abandoned,9/10/2015,Surface
1901105,PORTABLE WASH PLANT #1,Construction Sand and Gravel,Abandoned,4/3/2004,Surface
1901108,Rt 12 Yard,"Sand, Common",Abandoned,4/13/2015,Surface
1901111,Accusoils,Construction Sand and Gravel,Abandoned,3/1/2005,Surface
1901112,T.W. Nickerson Inc. Pit,"Sand, Common",Abandoned,3/5/2004,Surface
1901113,Mackin Yard,"Sand, Common",Abandoned,5/29/2007,Surface
1901116,Greenwood #1,Construction Sand and Gravel,Abandoned,12/31/2003,Surface
1901117,G P Aggregate Corporation,Construction Sand and Gravel,Active,12/20/2024,Surface
1901118,Portable Screen,Construction Sand and Gravel,Abandoned,2/14/2003,Surface
1901122,WALNUT GROVE PIT,Construction Sand and Gravel,Active,5/22/2025,Surface
1901123,"Stony Hill Sand and Gravel, Inc.",Construction Sand and Gravel,Abandoned,7/22/2009,Surface
1901125,Plymouth Industrial Park,Construction Sand and Gravel,Abandoned,4/5/2004,Surface
1901126,CEC #1,Construction Sand and Gravel,Abandoned,12/15/2022,Surface
1901127,CEC  Plant #2,Construction Sand and Gravel,Intermittent,3/25/2004,Surface
1901128,CEC #4,Construction Sand and Gravel,Intermittent,7/19/2017,Surface
1901129,Power Screen # PS1,Construction Sand and Gravel,Abandoned,3/5/2008,Surface
1901130,Power Screen Track 1400,Construction Sand and Gravel,Abandoned,11/1/2009,Surface
1901131,Power Grid #PS-3,Construction Sand and Gravel,Abandoned,12/20/2024,Surface
1901132,Power Screen Track 1800 Turbo,Construction Sand and Gravel,Abandoned,11/1/2009,Surface
1901133,FASTRACK CRUSHING CO,Construction Sand and Gravel,Abandoned,2/22/2007,Surface
1901134,Portable Plant #1,Construction Sand and Gravel,Abandoned,7/30/2018,Surface
1901135,HATHAWAY CONSTRUCTION CORPORATION,Construction Sand and Gravel,Intermittent,5/5/2004,Surface
1901137,Hart-L Crusher,Construction Sand and Gravel,Abandoned,8/17/2006,Surface
1901138,CEC #3,Construction Sand and Gravel,Abandoned,6/16/2010,Surface
1901139,McClosky Jaw,Construction Sand and Gravel,TempIdle,6/6/2023,Surface
1901140,UNION STREET PIT,Construction Sand and Gravel,Abandoned,4/25/2006,Surface
1901141,Montgomery Sand & Gravel,Construction Sand and Gravel,Abandoned,6/24/2020,Surface
1901144,FERRARI SAND & GRAVEL,Construction Sand and Gravel,Abandoned,4/27/2007,Surface
1901145,Bay State Crushing - Portable,Construction Sand and Gravel,Abandoned,8/20/2013,Surface
1901146,Chocksett Pit 1,Construction Sand and Gravel,Abandoned,4/21/2008,Surface
1901147,MC 10,Construction Sand and Gravel,Abandoned,9/13/2013,Surface
1901148,MC 11,Construction Sand and Gravel,Abandoned,10/12/2012,Surface
1901149,PS 17,Construction Sand and Gravel,Abandoned,1/4/2021,Surface
1901150,PS-37 2023 Powerscreen ChieftaIn ,Construction Sand and Gravel,TempIdle,5/16/2025,Surface
1901151,Whitney Trucking Inc.,Construction Sand and Gravel,Abandoned,10/24/2007,Surface
1901152,PS 35 Powerscreen Warrior Screener,Construction Sand and Gravel,TempIdle,7/13/2022,Surface
1901153,PS 21 Screener,Construction Sand and Gravel,TempIdle,7/12/2022,Surface
1901154,PS-18 Screener,Construction Sand and Gravel,Abandoned,6/7/2013,Surface
1901156,Plant #1,Construction Sand and Gravel,Abandoned,5/28/2008,Surface
1901157,LRC Portable Plant #3,Construction Sand and Gravel,Abandoned,7/19/2007,Surface
1901159,Portable Crusher,Construction Sand and Gravel,Abandoned,6/1/2009,Surface
1901160,MC-14 KOBELCO CRUSHER,Construction Sand and Gravel,Abandoned,4/26/2010,Surface
1901161,Finlay Hydra Screen SN-H-440462,Construction Sand and Gravel,Abandoned,8/15/2007,Surface
1901162,Donovan Construction,Construction Sand and Gravel,Abandoned,10/28/2015,Surface
1901166,Hylka Const. Co. Inc.,Construction Sand and Gravel,Active,3/20/2012,Surface
1901168,PORTABLE PLANT #2,Construction Sand and Gravel,Active,1/26/2010,Surface
1901169,PORTABLE PLANT #1,Construction Sand and Gravel,Abandoned,1/2/2017,Surface
1901170,Onyx Corporation,Construction Sand and Gravel,Abandoned,5/2/2019,Surface
1901178,Jungle Road,"Sand, Common",Abandoned,4/21/2020,Surface
1901179,Northeast Blvd,"Sand, Common",Intermittent,12/4/2024,Surface
1901181,Dudley Plant,Construction Sand and Gravel,Abandoned,8/3/2011,Surface
1901182,Della - Jaw  S/N 20071107423,Construction Sand and Gravel,Abandoned,8/26/2013,Surface
1901183,Della - Cone  S/N QM8902,Construction Sand and Gravel,Abandoned,10/25/2011,Surface
1901184,Della - Screen,Construction Sand and Gravel,Abandoned,10/25/2011,Surface
1901187,PAUL NICHOLS,Construction Sand and Gravel,Intermittent,4/20/2009,Surface
1901191,METSO LT106 #78466,Construction Sand and Gravel,Intermittent,6/27/2023,Surface
1901193,Cedar Rapids Jaw 20-36 #48240,Construction Sand and Gravel,Abandoned,6/18/2012,Surface
1901196,Rounsville Hammand Rounsville Pit,Construction Sand and Gravel,Abandoned,11/18/2009,Surface
1901200,Portable Plant #3,Construction Sand and Gravel,Abandoned,1/2/2017,Surface
1901202,Rampco Construction,Construction Sand and Gravel,Abandoned,5/3/2013,Surface
1901205,Portable Plant,Construction Sand and Gravel,Active,12/20/2024,Surface
1901206,Sterling Gravel Pit,Construction Sand and Gravel,Abandoned,4/21/2020,Surface
1901207,Century Aggregates Graniteville,Construction Sand and Gravel,Active,11/19/2018,Surface
1901208,Portable Plant,Construction Sand and Gravel,Abandoned,9/10/2014,Surface
1901209,Chocksett Pitt,Construction Sand and Gravel,Abandoned,9/14/2017,Surface
1901210,LT 200 HP S/N 73424,Construction Sand and Gravel,Intermittent,9/6/2023,Surface
1901212,Dukes Sand & Gravel,Construction Sand and Gravel,Abandoned,12/12/2024,Surface
1901213,Sandvik Crushing Plant,Construction Sand and Gravel,Abandoned,8/11/2014,Surface
1901215,2017 McCloskey R 155 Screening Plant,Construction Sand and Gravel,Abandoned,7/5/2024,Surface
1901217,PS-30 Chieftain,Construction Sand and Gravel,Abandoned,7/21/2020,Surface
1901218,Cape Sand and Recycling LLC,Construction Sand and Gravel,Intermittent,12/20/2024,Surface
1901219,MC15 Thunderbird,Construction Sand and Gravel,Abandoned,6/28/2024,Surface
1901221,Lower Cape Sand & Gravel,Construction Sand and Gravel,Abandoned,1/1/2020,Surface
1901222,Shoe String Pit,Construction Sand and Gravel,Abandoned,12/4/2014,Surface
1901223,1265 Main Street,Construction Sand and Gravel,Abandoned,7/30/2018,Surface
1901224,Portable Crusher,Construction Sand and Gravel,Intermittent,4/21/2020,Surface
1901225,Hubbardston Sand LLC,Construction Sand and Gravel,Abandoned,8/8/2014,Surface
1901226,Milford Stone Company,Construction Sand and Gravel,Active,5/22/2025,Surface
1901227,RCS Westford,Construction Sand and Gravel,Abandoned,5/2/2019,Surface
1901228,Carverside Plant #5,Construction Sand and Gravel,Abandoned,1/2/2017,Surface
1901229,Portable Plant,Construction Sand and Gravel,Intermittent,12/20/2024,Surface
1901230,Riverdale Plant,"Sand, Common",Abandoned,11/27/2018,Surface
1901231,Double L Realty Inc.,Construction Sand and Gravel,Abandoned,8/27/2012,Surface
1901235,Powerscreen Chieftain 1700,Construction Sand and Gravel,TempIdle,3/18/2025,Surface
1901236,Sandvik Screening Plant,Construction Sand and Gravel,Abandoned,6/30/2014,Surface
1901237,Extec Screening Plant,Construction Sand and Gravel,Abandoned,7/16/2021,Surface
1901239,Pegson 26x44 Jaw Crusher,Construction Sand and Gravel,Abandoned,5/7/2013,Surface
1901240,Graziano Redi-Mix,Construction Sand and Gravel,Intermittent,5/16/2013,Surface
1901241,Telsmith Crushing Plant,Construction Sand and Gravel,Active,12/21/2016,Surface
1901242,Copicut Pit,Construction Sand and Gravel,Abandoned,3/22/2017,Surface
1901243,200 UNIVERSITY AVENUE,Construction Sand and Gravel,Abandoned,1/26/2015,Facility
1901244,New England Construction Materials LLC,Construction Sand and Gravel,Abandoned,4/21/2020,Surface
1901245,Overlook Road,Construction Sand and Gravel,Abandoned,7/30/2018,Surface
1901246,Paul Nichols - Power Screen,Construction Sand and Gravel,Abandoned,8/1/2017,Surface
1901247,Metso LT120 Crusher,Construction Sand and Gravel,Abandoned,8/26/2021,Surface
1901248,Bercume Equipment Inc.,Construction Sand and Gravel,TempIdle,8/22/2016,Surface
1901249,Rowe Quarry,Construction Sand and Gravel,Abandoned,4/21/2020,Surface
1901250,QE440 Sandvik Screen Plant,Construction Sand and Gravel,Abandoned,8/31/2020,Surface
1901251,Sturbridge Pit,Construction Sand and Gravel,Abandoned,4/29/2019,Surface
1901252,Paddocks Path Pit,"Sand, Common",Abandoned,4/15/2024,Surface
1901253,QE341 Sandvik Screen Plant,Construction Sand and Gravel,Abandoned,6/28/2022,Surface
1901254,Nordberg Jaw LT105,Construction Sand and Gravel,Intermittent,4/2/2015,Surface
1901255,Old Forge Farm,Construction Sand and Gravel,Abandoned,10/19/2015,Surface
1901256,Powerscreen Chieftain 1700,Construction Sand and Gravel,Intermittent,12/20/2024,Surface
1901257,River Rock Materials,Construction Sand and Gravel,Abandoned,11/27/2017,Surface
1901258,Ravenbrook,Construction Sand and Gravel,Abandoned,3/20/2023,Surface
1901261,RCS Finlay Screen Plant #2,Construction Sand and Gravel,Abandoned,1/2/2017,Surface
1901262,RCS Finlay Stone Plant #1,Construction Sand and Gravel,Abandoned,1/2/2017,Surface
1901264,SCR-8,Construction Sand and Gravel,TempIdle,7/19/2019,Surface
1901265,McClosky S130,Construction Sand and Gravel,Abandoned,3/11/2019,Surface
1901266,SCR-13,Construction Sand and Gravel,Active,5/22/2025,Surface
1901267,SCR-12,Construction Sand and Gravel,TempIdle,8/4/2023,Surface
1901268,norton 16,Construction Sand and Gravel,Abandoned,4/21/2020,Surface
1901269,halifax 13,Construction Sand and Gravel,Abandoned,4/21/2020,Surface
1901270,NW1213 Nordberg Impact Crusher,Construction Sand and Gravel,Abandoned,7/10/2024,Surface
1901271,Newport Aggregates,Construction Sand and Gravel,Active,6/11/2020,Surface
1901272,Portable Crusher,Construction Sand and Gravel,Abandoned,5/22/2025,Surface
1901273,Ron's Excavating Inc.,Construction Sand and Gravel,Abandoned,11/2/2017,Surface
1901274,Sterling Pit,Construction Sand and Gravel,Abandoned,4/21/2020,Surface
1901275,Svsp-03,Construction Sand and Gravel,Intermittent,8/17/2019,Surface
1901277,Lockbrook Pit & Plant,Construction Sand and Gravel,Abandoned,5/7/2019,Surface
1901278,MET-03,Construction Sand and Gravel,Active,12/20/2024,Surface
1901279,CEC-3,Construction Sand and Gravel,Intermittent,12/20/2024,Surface
1901280,Spring Street Pit,Construction Sand and Gravel,Abandoned,5/22/2025,Surface
1901281,SVSP-04,Construction Sand and Gravel,TempIdle,9/3/2025,Surface
1901282,Onyx Portable #1,Construction Sand and Gravel,Intermittent,3/9/2023,Surface
1901283,Woburn Pit,Construction Sand and Gravel,Abandoned,3/9/2023,Surface
1901285,SCR-3,Construction Sand and Gravel,Abandoned,9/13/2021,Surface
1901286,Crusher - Metso LT106 ,Construction Sand and Gravel,Intermittent,10/4/2019,Surface
1901287,Screener,Construction Sand and Gravel,Abandoned,8/20/2020,Surface
1901288,ROSATI MATERIAL PIT 1,Construction Sand and Gravel,Intermittent,9/16/2020,Surface
1901289,Littleton Pit,Construction Sand and Gravel,Abandoned,9/28/2021,Surface
1901290,Northeast Sand & Gravel Products LLC,Construction Sand and Gravel,Abandoned,8/17/2022,Surface
1901292,K & R Jaw,Construction Sand and Gravel,Abandoned,11/30/2021,Surface
1901294,PORTABLE EQUIPMENT,Construction Sand and Gravel,Intermittent,6/22/2021,Surface
1901295,Portable Crusher - Rental Unit #1,Construction Sand and Gravel,TempIdle,8/25/2022,Surface
1901297,MET-04 (LT 300 GP) SN #180536,Construction Sand and Gravel,Intermittent,12/20/2024,Surface
1901298,QE342 #6  S/N#10110,Construction Sand and Gravel,Intermittent,12/20/2024,Surface
1901299,QE442 #1 (S/N #10020),Construction Sand and Gravel,Active,12/13/2022,Surface
1901300,QE342 #2 (S/N #10119),Construction Sand and Gravel,Intermittent,11/30/2023,Surface
1901301,QE342 #5 (S/N #10042),Construction Sand and Gravel,Intermittent,12/20/2024,Surface
1901302,Met-01 LT120 (S/N #79709),Construction Sand and Gravel,Active,12/14/2022,Surface
1901303,Johnson Quarry,Construction Sand and Gravel,Intermittent,12/8/2021,Surface
1901305,Howard St,Construction Sand and Gravel,Abandoned,12/20/2024,Surface
1901306,Eastland ,Construction Sand and Gravel,Abandoned,5/24/2022,Surface
1901307,LT106,Construction Sand and Gravel,Intermittent,4/17/2023,Surface
1901308,ASHWORTH GRAVEL AND STONE,Construction Sand and Gravel,Active,5/22/2025,Surface
1901309,Astec Wash Plant ,Construction Sand and Gravel,Abandoned,4/20/2023,Surface
1901310,Astec Screen 214941,Construction Sand and Gravel,Intermittent,11/14/2024,Surface
1901313,Screener-Powerscreen Warrior 2100 ,Construction Sand and Gravel,Intermittent,5/6/2024,Surface
1901314,580 River Street Quarry,Construction Sand and Gravel,Intermittent,1/26/2024,Surface
1901315,Feeney Corp. Portable #1,Construction Sand and Gravel,Active,5/22/2025,Surface
1901317,SCR-14 sandvik,Construction Sand and Gravel,Intermittent,12/20/2024,Surface
1901318,Read Custom Soils Pit #96,"Sand, Common",Active,12/20/2024,Surface
1901319,OLD BERNARDSTON ROAD PIT,Construction Sand and Gravel,Intermittent,10/10/2023,Surface
1901320,BOOKERS,Construction Sand and Gravel,Intermittent,6/25/2024,Surface
1901321,Crusher - Metso LT106 #362,Construction Sand and Gravel,Intermittent,6/20/2024,Surface
1901322,OJS POWERSCREEN,Construction Sand and Gravel,Intermittent,6/12/2024,Surface
1901323,Wrentham Portable Screen,Construction Sand and Gravel,Intermittent,3/26/2025,Surface
1901324,RENTAL PLANT,Construction Sand and Gravel,Intermittent,4/4/2025,Surface
1901326,Rifle Range ,Construction Sand and Gravel,Intermittent,7/10/2025,Surface
1901329,Mountain Laurel Ashby Gravel Pit,"Sand, Common",Intermittent,11/19/2025,Surface
2000614,ANDERSON GRAVEL COMPANY,Construction Sand and Gravel,Intermittent,9/24/1976,Surface
2000619,Hewitt Robins Plant #5,Construction Sand and Gravel,Abandoned,11/22/1985,Surface
2000630,Sand & Gravel Pit,Construction Sand and Gravel,Abandoned,5/24/1978,Surface
2000650,Mijal Pit,Construction Sand and Gravel,Abandoned,11/30/1978,Surface
2000651,M-95 WASH PLANT,Construction Sand and Gravel,Abandoned,5/8/2017,Surface
2000652,Lindberg's County Road 480 Gravel Pit,Construction Sand and Gravel,Intermittent,2/8/1979,Surface
2000653,Thomson Pit,Construction Sand and Gravel,Abandoned,9/6/1989,Surface
2000654,PLANT #1,Construction Sand and Gravel,Abandoned,6/17/1997,Surface
2000655,Adrian Sand And Gravel Co Tecumseh,Construction Sand and Gravel,Abandoned,2/21/1979,Surface
2000656,See'S Sand And Gravel,Construction Sand and Gravel,Abandoned,10/14/1982,Surface
2000657,TOMAHAWK,Construction Sand and Gravel,Abandoned,6/4/1998,Surface
2000659,Fowlerville Dredge,Construction Sand and Gravel,Abandoned,2/21/1979,Surface
2000660,WHITE PIT,Construction Sand and Gravel,Abandoned,6/11/1998,Surface
2000662,Brighton Plant #810,Construction Sand and Gravel,Abandoned,8/14/1996,Surface
2000663,Oxford 311 Pit And Mill,Construction Sand and Gravel,Abandoned,8/20/1982,Surface
2000664,Kalamazoo Pit And Plant,Construction Sand and Gravel,Abandoned,6/5/1981,Surface
2000665,Romeo Plant,Construction Sand and Gravel,Abandoned,6/1/2004,Surface
